Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Zach LaVine,38:21,1.031,1.026,.684,.105,3.7,2.6,3.0,24.6,2.7,2.5,13.1,27.9,168,120,24.5
DeMar DeRozan,37:09,.395,.308,.154,.385,0.0,13.2,7.8,18.1,1.4,2.5,11.6,21.7,98,120,-8.9
Nikola Vučević,36:29,.658,.643,.214,.071,7.7,43.0,28.5,35.1,0.0,5.2,6.5,19.8,154,110,13.8
Patrick Williams,35:03,.758,.727,.455,.182,8.1,11.2,9.9,7.1,0.0,0.0,7.8,17.2,148,125,-0.2
Ayo Dosunmu,32:25,.444,.444,.222,.000,0.0,0.0,0.0,3.5,0.0,0.0,10.0,14.4,86,129,-14.6
Coby White,24:31,.571,.643,1.000,.286,0.0,16.0,9.4,13.9,0.0,0.0,11.3,17.0,112,123,-6.0
Derrick Jones Jr.,16:25,.752,.875,.250,.750,8.6,11.9,10.6,14.9,0.0,0.0,15.8,18.0,135,125,-0.1
Goran Dragić,11:18,.625,.625,.250,.000,0.0,8.7,5.1,32.3,0.0,0.0,0.0,16.6,155,126,1.4
Andre Drummond,8:19,.773,1.000,.000,.667,34.0,47.1,41.7,0.0,0.0,0.0,20.5,27.5,119,112,-2.6
Malcolm Hill,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Dalen Terry,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
