Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
DeMar DeRozan,37:15,.571,.524,.048,.286,0.0,22.0,11.4,16.7,0.0,2.4,17.5,31.7,97,107,-4.3
Nikola Vučević,35:35,.722,.719,.313,.188,7.1,29.6,18.8,12.8,2.5,5.1,5.5,21.2,137,98,11.9
Zach LaVine,34:15,.602,.553,.474,.211,0.0,23.9,12.4,20.7,2.6,0.0,22.4,32.2,96,103,1.8
Alex Caruso,32:10,.563,.500,.250,.250,0.0,14.6,7.6,32.0,5.6,0.0,18.4,7.0,136,97,7.4
Patrick Williams,29:59,.688,.688,.125,.000,4.2,7.8,6.1,4.3,0.0,0.0,11.1,12.4,121,110,-3.2
Ayo Dosunmu,19:52,.680,.600,.200,.400,0.0,11.8,6.1,12.8,2.2,0.0,14.5,14.3,123,104,-0.8
Coby White,17:09,.676,.625,.750,.250,0.0,6.8,3.5,0.0,2.6,0.0,18.4,13.1,103,105,-1.8
Derrick Jones Jr.,14:14,.250,.250,.250,.000,8.9,8.2,8.5,8.1,3.1,0.0,0.0,11.6,79,104,-4.0
Goran Dragić,11:03,.250,.250,.250,.000,11.4,0.0,5.5,32.1,0.0,0.0,33.3,22.4,67,112,-12.2
Andre Drummond,8:28,.400,.400,.000,.000,14.9,27.7,21.5,16.8,0.0,10.7,16.7,29.2,82,97,-14.0
Tony Bradley,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Malcolm Hill,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Dalen Terry,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
