Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Trent Forrest,29:26,.222,.222,.000,.000,2.5,13.6,5.6,19.3,3.1,0.0,25.0,15.2,56,121,-11.8
Jalen Johnson,28:48,.625,.556,.556,.556,7.8,41.7,17.0,16.5,1.6,0.0,26.3,19.7,105,123,-0.5
Onyeka Okongwu,28:28,.307,.250,.000,.500,18.4,21.1,19.2,5.0,3.2,3.3,17.0,15.4,82,118,-10.3
AJ Griffin,24:40,.505,.500,.417,.167,6.1,8.1,6.6,7.1,1.9,0.0,13.4,22.5,97,125,-3.7
De'Andre Hunter,20:30,.548,.500,.313,.188,3.7,0.0,2.7,0.0,2.2,0.0,14.8,37.0,96,124,-1.0
Aaron Holiday,29:09,.508,.423,.308,.308,5.1,6.9,5.6,34.3,6.3,0.0,0.0,18.9,131,115,7.8
Frank Kaminsky,19:32,.658,.611,.778,.222,3.8,20.5,8.4,18.1,2.3,0.0,9.2,20.8,132,123,7.4
Justin Holiday,18:55,.429,.429,.857,.000,0.0,0.0,0.0,7.9,0.0,0.0,0.0,13.8,103,129,-7.3
Vit Krejci,15:55,.400,.400,.200,.000,4.7,25.1,10.3,9.7,2.9,0.0,0.0,11.7,103,121,-5.5
Jarrett Culver,12:37,.354,.333,.222,.222,11.9,31.7,17.3,14.9,0.0,0.0,0.0,29.2,92,127,-7.8
Tyrese Martin,12:00,.143,.143,.286,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,36,129,-22.3
Clint Capela,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
