Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Trae Young,30:19,.586,.447,.474,.789,6.7,3.2,4.9,57.7,0.0,0.0,10.5,37.8,142,118,8.3
De'Andre Hunter,28:14,.505,.455,.455,.182,3.6,17.3,10.6,9.1,1.8,0.0,0.0,16.9,137,110,-1.6
Bogdan Bogdanović,27:16,.682,.636,.818,.455,0.0,3.6,1.8,15.0,0.0,0.0,13.2,22.3,137,118,1.2
John Collins,26:41,.638,.600,.500,.400,7.7,22.0,15.0,5.1,1.9,3.5,7.8,19.2,139,107,4.8
Clint Capela,25:17,.761,.857,.000,.286,16.2,46.5,31.6,0.0,3.9,7.4,0.0,12.5,161,92,9.6
Saddiq Bey,19:51,.474,.462,.308,.308,25.7,29.6,27.7,7.6,0.0,0.0,0.0,29.8,131,111,1.6
Onyeka Okongwu,19:51,.595,.600,.000,.400,36.0,4.9,20.2,6.6,2.5,14.2,0.0,11.9,165,102,6.1
Garrison Mathews,18:22,.200,.200,.600,.000,0.0,21.3,10.9,6.3,0.0,0.0,0.0,10.9,72,113,-12.8
Aaron Holiday,18:18,.667,.667,.333,.000,0.0,5.4,2.7,27.1,0.0,0.0,25.0,8.8,132,118,-5.3
AJ Griffin,17:52,.619,.563,.250,.250,0.0,11.0,5.6,8.1,0.0,0.0,10.1,22.1,128,116,-3.0
Bruno Fernando,2:52,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0,119,-23.3
Vit Krejci,2:52,1.000,1.000,.000,.000,0.0,34.2,17.4,0.0,0.0,0.0,0.0,27.9,200,109,17.3
Trent Forrest,2:15,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,17.8,0,119,-29.7
