Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Buddy Hield,26:33,.583,.583,.917,.000,0.0,7.9,4.0,13.4,0.0,0.0,7.7,20.9,110,128,-1.3
Andrew Nembhard,26:03,.000,.000,.200,.000,0.0,4.0,2.0,51.2,0.0,0.0,37.5,13.1,61,130,-10.6
Tyrese Haliburton,25:28,.911,.889,.444,.222,0.0,4.1,2.1,41.3,5.8,0.0,28.8,23.3,127,116,12.0
Aaron Nesmith,23:52,.425,.300,.800,.400,8.9,8.7,8.8,5.9,0.0,0.0,0.0,10.5,116,127,-6.7
Myles Turner,21:06,.354,.278,.556,.222,5.1,19.8,12.5,7.2,0.0,3.8,16.8,24.1,72,120,-11.7
Bennedict Mathurin,32:45,.608,.500,.200,.467,6.5,3.2,4.8,0.0,1.5,0.0,5.2,24.9,124,127,0.7
Chris Duarte,28:59,.325,.222,.667,.444,7.4,14.4,10.9,5.1,3.4,0.0,8.5,17.3,79,117,-7.5
T.J. McConnell,19:58,.507,.438,.250,.250,5.3,20.9,13.2,16.7,5.0,0.0,25.3,25.4,87,110,-2.4
Daniel Theis,14:54,.510,.600,.200,.400,0.0,14.0,7.1,12.2,0.0,5.4,0.0,16.9,104,123,0.4
Isaiah Jackson,12:00,.771,.917,.167,1.167,8.9,34.8,22.0,0.0,4.1,0.0,0.0,32.3,146,105,18.6
Jalen Smith,8:22,.500,.500,.500,.000,25.5,24.9,25.2,0.0,0.0,9.6,0.0,10.2,135,115,0.8
Goga Bitadze,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
Oshae Brissett,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
James Johnson,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
Terry Taylor,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
