Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Jalen Williams,37:05,.751,.714,.143,.214,3.1,14.0,8.2,17.6,2.6,0.0,6.1,18.0,153,114,6.7
Shai Gilgeous-Alexander,35:10,.657,.529,.059,.882,6.5,0.0,3.5,14.3,5.5,0.0,11.3,30.9,131,110,7.8
Josh Giddey,35:04,.683,.708,.417,.083,3.3,37.0,19.1,26.1,1.4,5.5,13.9,16.8,131,108,7.9
Luguentz Dort,28:52,.202,.143,.429,.143,11.9,13.5,12.6,4.4,3.3,0.0,11.8,23.9,58,112,-19.1
Jaylin Williams,26:53,.394,.375,.375,.250,8.5,19.3,13.6,10.0,0.0,0.0,10.1,15.0,96,118,-10.3
Isaiah Joe,28:26,.704,.625,.833,.417,8.0,22.8,15.0,25.9,3.4,0.0,0.0,20.4,166,110,14.7
Tre Mann,14:40,.417,.417,.667,.000,7.8,8.8,8.3,19.0,0.0,0.0,0.0,16.7,115,120,-7.7
Jeremiah Robinson-Earl,13:10,.625,.625,.250,.000,0.0,9.9,4.6,0.0,3.7,0.0,0.0,12.4,131,111,-2.6
Ousmane Dieng,12:49,.400,.400,.400,.000,8.9,0.0,4.7,0.0,3.8,0.0,16.7,19.2,79,113,-11.4
Aaron Wiggins,7:51,.000,.000,.500,.000,0.0,16.5,7.7,0.0,0.0,0.0,33.3,15.6,0,118,-29.6
Aleksej Pokusevski,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Dario Šarić,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Lindy Waters III,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
