Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Shai Gilgeous-Alexander,32:23,.378,.300,.133,.533,5.2,12.1,8.4,25.5,0.0,0.0,9.7,25.8,90,118,-5.5
Josh Giddey,31:58,.648,.633,.200,.067,13.2,12.3,12.7,14.0,1.5,2.3,6.1,21.0,135,113,8.9
Jalen Williams,27:53,.781,.750,.400,.200,0.0,10.5,4.9,7.0,3.4,2.6,26.9,21.8,109,110,5.5
Luguentz Dort,24:38,.454,.423,.385,.231,0.0,19.9,9.2,0.0,5.7,0.0,6.5,25.4,90,103,0.3
Jaylin Williams,17:48,.174,.000,1.000,1.000,0.0,22.0,10.2,7.7,0.0,0.0,25.8,8.9,42,115,-12.7
Tre Mann,24:36,.167,.167,.444,.000,3.4,8.0,5.5,11.8,1.9,0.0,25.0,19.9,41,115,-15.0
Kenrich Williams,22:57,.429,.429,.286,.000,11.0,25.6,17.8,14.6,0.0,9.7,0.0,12.4,116,107,5.1
Isaiah Joe,19:09,.800,.800,.600,.000,13.2,10.2,11.8,9.1,0.0,0.0,0.0,10.6,174,119,5.4
Mike Muscala,17:27,.225,.188,.750,.250,4.8,11.2,7.8,8.5,0.0,0.0,10.1,23.1,56,118,-15.6
Darius Bazley,14:16,.615,.625,.250,.500,0.0,13.7,6.3,0.0,0.0,0.0,29.1,19.7,83,118,-6.0
Lindy Waters III,5:07,.410,.375,1.000,.500,0.0,19.1,8.9,36.6,0.0,14.4,0.0,38.9,101,106,15.0
Eugene Omoruyi,1:48,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,22.7,0,121,-43.0
Aaron Wiggins,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
