Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Shai Gilgeous-Alexander,33:56,.534,.479,.208,.208,0.0,9.2,4.6,37.4,1.3,0.0,16.0,38.0,100,120,-3.3
Josh Giddey,32:44,.531,.529,.235,.118,12.5,25.5,18.9,29.1,1.4,3.1,5.3,23.8,121,115,5.7
Luguentz Dort,30:01,.393,.269,.538,.615,10.2,13.9,12.0,17.2,4.6,0.0,10.8,25.5,94,111,-4.7
Jeremiah Robinson-Earl,18:21,.833,.833,.667,.000,0.0,11.4,5.6,0.0,2.5,0.0,25.0,18.0,101,118,1.0
Aleksej Pokusevski,12:06,.000,.000,.000,.000,0.0,8.6,4.3,0.0,7.6,8.4,0.0,3.4,0,100,-2.0
Tre Mann,28:26,.528,.545,.455,.273,3.6,11.0,7.3,20.1,0.0,0.0,7.5,19.4,110,122,-4.2
Darius Bazley,21:02,.750,.750,1.000,.000,0.0,9.9,4.9,18.3,4.4,14.6,20.0,9.8,127,103,10.3
Mike Muscala,18:48,.827,.800,.700,.200,0.0,33.3,16.5,9.6,0.0,0.0,0.0,23.9,156,118,12.8
Kenrich Williams,16:04,.615,.500,.000,.500,12.7,6.5,9.6,23.0,0.0,0.0,0.0,6.3,173,123,-1.1
Aaron Wiggins,15:46,.644,.500,.667,.667,0.0,39.7,19.6,7.8,0.0,0.0,0.0,10.2,144,117,-0.9
Ousmane Dieng,7:03,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,0,126,-19.5
Eugene Omoruyi,3:24,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,200,121,-6.6
Lindy Waters III,2:19,,,,,0.0,45.0,22.3,0.0,0.0,0.0,,0.0,0,117,-6.1
