Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Josh Giddey,36:50,.489,.500,.200,.050,2.7,12.5,7.8,44.8,0.0,2.4,12.8,27.6,102,123,-0.1
Shai Gilgeous-Alexander,33:52,.407,.389,.222,.056,3.0,13.6,8.5,23.3,0.0,2.6,9.8,26.1,87,122,-7.2
Jalen Williams,33:33,.621,.583,.417,.167,0.0,16.5,8.6,27.5,2.8,0.0,7.2,17.9,126,116,3.9
Luguentz Dort,26:44,.250,.250,.250,.000,11.2,13.8,12.6,4.3,1.8,0.0,0.0,13.0,80,119,-11.8
Aleksej Pokusevski,14:11,1.250,1.250,.500,.000,0.0,6.5,3.4,10.8,0.0,18.8,0.0,12.2,246,118,21.0
Jeremiah Robinson-Earl,27:30,.709,.667,.222,.222,3.6,20.1,12.2,5.1,0.0,9.7,16.8,18.7,114,116,1.7
Aaron Wiggins,20:51,.714,.714,.571,.000,9.6,13.3,11.5,32.2,0.0,0.0,12.5,16.6,139,123,5.8
Lindy Waters III,18:37,.444,.444,.889,.000,0.0,19.8,10.3,0.0,2.5,0.0,0.0,20.9,84,115,-6.1
Kenrich Williams,11:12,.500,.500,.200,.000,0.0,8.2,4.3,0.0,0.0,0.0,0.0,19.3,93,126,-8.0
Mike Muscala,8:40,.333,.333,.667,.000,0.0,0.0,0.0,28.1,5.5,10.3,0.0,15.0,94,113,4.8
Jaylin Williams,8:00,.938,1.000,.000,5.000,0.0,0.0,0.0,0.0,0.0,0.0,23.8,22.7,141,129,-4.7
