Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Aaron Wiggins,34:50,.786,.786,.857,.000,2.9,20.9,10.3,10.0,1.4,0.0,12.5,10.1,147,116,0.5
Luguentz Dort,34:11,.661,.633,.333,.133,3.0,8.5,5.3,16.3,2.9,0.0,5.9,21.6,138,116,2.5
Shai Gilgeous-Alexander,34:01,.503,.478,.174,.087,3.0,17.1,8.8,25.7,4.4,0.0,11.2,34.6,106,111,-0.9
Tre Mann,22:12,.583,.583,.583,.000,4.6,13.1,8.1,17.9,4.5,0.0,7.7,25.7,122,111,5.4
Jeremiah Robinson-Earl,14:31,.625,.625,.500,.000,7.0,10.0,8.3,16.4,0.0,0.0,0.0,12.1,154,122,-0.1
Aleksej Pokusevski,26:24,.682,.682,.455,.000,15.5,11.0,13.6,15.1,0.0,3.4,26.7,24.9,113,119,-1.3
Kenrich Williams,25:57,.750,.750,.500,.000,3.9,0.0,2.3,14.7,3.9,0.0,0.0,13.5,165,116,7.4
Darius Bazley,22:21,.500,.500,.222,.000,13.7,39.0,24.2,5.6,0.0,11.9,10.0,19.6,111,109,0.4
Ousmane Dieng,12:43,.333,.333,.667,.000,0.0,0.0,0.0,8.7,0.0,0.0,0.0,10.3,92,124,-11.3
Mike Muscala,11:40,.525,.333,.333,1.333,0.0,12.5,5.1,9.6,0.0,0.0,0.0,17.9,127,121,-4.5
Isaiah Joe,1:10,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,122,-26.8
Lindy Waters III,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Jaylin Williams,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
