Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Royce O'Neale,39:07,1.375,1.375,.750,.000,0.0,16.8,10.2,18.8,0.0,3.7,55.6,11.0,108,124,1.1
Kevin Durant,36:46,.672,.643,.071,.143,0.0,12.8,7.8,20.2,0.0,3.9,16.8,23.2,115,127,-0.7
Ben Simmons,32:23,.571,.571,.000,.857,9.0,14.5,12.4,42.8,4.8,6.6,23.7,18.6,121,113,9.9
Kyrie Irving,30:32,.624,.611,.444,.056,0.0,6.2,3.7,11.1,1.7,4.7,9.8,31.9,106,126,1.6
Nic Claxton,21:16,.857,.857,.000,.000,0.0,17.7,10.7,0.0,0.0,10.1,0.0,15.7,160,120,2.7
Seth Curry,23:50,.543,.500,.500,.167,0.0,7.9,4.8,11.9,2.2,3.0,7.2,27.8,102,125,-2.8
Joe Harris,23:02,.188,.188,.875,.000,0.0,8.2,5.0,0.0,0.0,0.0,11.1,18.6,34,131,-22.9
Patty Mills,13:15,.500,.500,1.000,.000,11.0,0.0,4.3,17.9,0.0,0.0,0.0,10.8,130,136,-6.0
Markieff Morris,4:07,,,,,0.0,22.9,13.9,0.0,0.0,0.0,,0.0,0,123,-8.5
David Duke Jr.,3:08,.291,.333,.000,.333,0.0,60.1,36.5,100.0,0.0,0.0,0.0,52.3,87,100,-6.6
Kessler Edwards,3:08,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,0,136,-25.1
Day'Ron Sharpe,3:08,,,,,46.4,0.0,18.2,0.0,0.0,0.0,,0.0,218,135,-19.8
Edmond Sumner,3:08,1.017,1.000,.000,.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.3,206,136,37.5
Cam Thomas,3:08,,,,,0.0,30.0,18.2,34.8,0.0,0.0,,0.0,220,118,2.4
