Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Bruce Brown,37:39,.722,.722,.333,.000,0.0,19.1,9.7,11.5,1.3,0.0,30.8,15.0,98,123,-3.0
Nikola Jokić,37:17,.697,.711,.211,.474,13.2,38.6,26.1,47.8,2.6,2.3,14.8,31.4,131,115,16.9
Aaron Gordon,37:02,.808,.750,.300,.400,3.3,22.7,13.1,0.0,0.0,0.0,7.8,15.0,150,125,1.1
Jamal Murray,32:38,.480,.441,.471,.235,0.0,14.7,7.4,22.9,0.0,5.3,13.8,28.9,95,121,-1.6
Kentavious Caldwell-Pope,30:31,.338,.250,.500,.250,4.0,0.0,2.0,4.2,1.6,0.0,18.4,15.5,69,125,-10.2
Ish Smith,17:23,.581,.583,.333,.333,0.0,6.9,3.5,25.3,0.0,5.0,36.8,27.2,81,122,-7.4
Vlatko Čančar,14:53,.000,.000,.750,.000,8.3,8.1,8.2,7.9,3.2,0.0,0.0,11.7,36,119,-12.8
Davon Reed,12:48,.750,.750,.500,.000,9.6,0.0,4.7,0.0,0.0,0.0,0.0,6.8,158,128,-0.4
DeAndre Jordan,8:40,.868,1.000,.000,1.000,14.2,13.8,14.0,0.0,0.0,0.0,25.8,19.4,122,126,-1.6
Bones Hyland,5:00,.000,.000,1.000,.500,0.0,0.0,0.0,23.4,0.0,0.0,0.0,21.2,27,128,-20.2
Christian Braun,2:03,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,128,-5.6
Zeke Nnaji,2:03,.000,.000,1.000,.000,0.0,58.5,29.6,57.1,0.0,42.6,0.0,21.2,57,83,19.4
Jack White,2:03,1.000,1.000,.000,.000,0.0,58.5,29.6,0.0,0.0,0.0,0.0,21.2,200,121,18.0
