Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Jamal Murray,37:01,.530,.526,.421,.211,3.0,10.4,7.0,39.4,2.8,0.0,8.8,27.2,115,104,7.6
Nikola Jokić,35:18,.712,.700,.000,.600,9.5,40.8,26.3,44.6,0.0,2.6,13.7,18.3,145,97,13.6
Kentavious Caldwell-Pope,30:56,.515,.417,.500,.667,0.0,0.0,0.0,21.0,1.7,0.0,11.4,12.5,117,110,-0.8
Michael Porter Jr.,30:01,.742,.643,.500,.571,11.2,16.0,13.8,5.9,1.7,0.0,0.0,25.8,162,104,14.1
Aaron Gordon,28:11,.574,.500,.200,.300,15.8,3.4,9.2,0.0,0.0,0.0,0.0,17.7,137,112,-2.5
Jeff Green,24:47,.291,.167,.333,.333,0.0,15.5,8.3,5.1,0.0,11.2,0.0,12.3,78,100,-2.5
Bruce Brown,23:24,.625,.625,.250,.000,4.8,20.5,13.2,8.0,0.0,3.9,0.0,22.7,130,104,7.7
Reggie Jackson,19:06,.063,.000,.857,.286,0.0,10.1,5.4,0.0,2.7,0.0,27.6,25.2,11,104,-26.5
Thomas Bryant,5:58,.532,.000,.000,2.000,18.7,32.2,26.0,0.0,8.6,0.0,0.0,13.9,147,81,-0.6
Christian Braun,1:46,,,,,0.0,0.0,0.0,67.9,0.0,0.0,,0.0,220,114,18.0
DeAndre Jordan,1:46,1.000,1.000,.000,.000,0.0,54.3,29.2,0.0,0.0,0.0,0.0,25.0,200,94,25.2
Ish Smith,1:46,1.000,1.000,.000,.000,0.0,54.3,29.2,0.0,0.0,0.0,0.0,25.0,200,94,23.3
