Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Nikola Jokić,34:24,.729,.577,.154,.846,10.5,34.9,22.0,38.5,0.0,0.0,21.9,27.2,138,119,7.2
Kentavious Caldwell-Pope,32:47,.607,.607,.429,.000,7.3,8.1,7.7,4.1,2.8,0.0,12.5,20.0,113,117,-1.5
Bruce Brown,30:30,.919,.950,.400,.200,0.0,4.4,2.1,23.6,1.5,0.0,21.6,18.7,141,121,7.5
Aaron Gordon,28:47,.417,.417,.500,.000,4.2,9.3,6.6,13.3,0.0,0.0,20.0,21.4,84,123,-11.4
Michael Porter Jr.,27:54,.708,.708,.833,.000,0.0,28.7,13.6,4.8,1.6,3.9,0.0,17.6,145,114,4.9
Christian Braun,22:46,.400,.400,.200,.000,10.5,17.6,13.9,15.1,6.0,0.0,16.7,10.8,110,108,3.3
Bones Hyland,19:15,.554,.450,.300,.600,0.0,0.0,0.0,34.6,0.0,0.0,19.2,33.3,110,125,-7.4
Jeff Green,19:04,.850,.800,.400,.400,6.3,14.0,9.9,6.5,0.0,0.0,0.0,12.7,182,122,5.4
DeAndre Jordan,13:36,.922,1.000,.000,.500,26.5,19.6,23.2,0.0,0.0,8.0,29.1,20.8,126,117,1.4
Davon Reed,10:57,.266,.000,.000,2.000,0.0,24.4,11.5,9.5,12.5,0.0,34.7,10.8,59,92,4.8
Vlatko Čančar,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Zeke Nnaji,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Ish Smith,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Peyton Watson,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Jack White,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
