Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Mo Bamba,32:55,1.025,1.000,.500,.500,0.0,15.3,6.8,5.1,0.0,0.0,21.5,12.0,151,126,0.7
Franz Wagner,30:33,.649,.545,.091,.909,0.0,24.8,11.0,17.7,1.6,0.0,16.3,25.6,117,120,-2.1
Bol Bol,27:12,.379,.364,.091,.182,3.7,37.2,18.5,12.2,0.0,0.0,25.2,24.8,67,120,-13.3
Jalen Suggs,23:54,.432,.423,.308,.154,4.2,5.3,4.7,30.9,7.9,0.0,12.6,28.2,92,111,2.9
Chuma Okeke,12:06,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0,130,-19.3
Gary Harris,22:31,.731,.682,.545,.273,4.4,11.2,7.4,0.0,0.0,0.0,7.5,25.1,135,127,1.2
Terrence Ross,21:51,.429,.429,.714,.000,0.0,11.6,5.1,13.9,6.5,5.5,12.5,15.6,88,110,4.1
Admiral Schofield,21:17,.455,.455,.636,.000,14.1,0.0,7.9,8.4,0.0,0.0,0.0,22.0,110,130,-6.1
R.J. Hampton,21:12,.361,.286,.429,.429,4.7,6.0,5.3,36.0,2.2,0.0,10.7,18.7,97,123,-3.8
Kevon Harris,13:52,.250,.250,.250,.000,28.8,18.2,24.2,10.6,3.4,8.7,33.3,18.4,74,114,-4.5
Caleb Houstan,12:37,1.064,1.500,1.000,2.000,7.9,0.0,4.4,11.8,0.0,0.0,34.7,9.7,133,130,-2.5
