Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Paolo Banchero,35:42,.482,.321,.429,.929,0.0,15.6,8.7,4.9,1.3,0.0,20.2,32.2,79,110,-10.6
Franz Wagner,32:58,.808,.750,.400,.400,4.3,16.9,11.3,12.0,0.0,0.0,7.8,18.0,147,113,5.7
Wendell Carter Jr.,31:29,.727,.727,.455,.000,4.5,24.8,15.8,20.5,0.0,2.9,21.4,20.7,112,110,2.0
Markelle Fultz,30:49,.556,.556,.222,.000,0.0,10.9,6.1,37.1,0.0,6.0,30.8,19.6,92,109,-2.4
Gary Harris,28:12,.667,.667,.833,.000,0.0,7.9,4.4,6.1,1.7,0.0,0.0,9.9,125,111,1.7
Cole Anthony,27:44,.816,.778,.778,.667,0.0,28.2,15.7,7.1,0.0,0.0,20.5,24.6,119,112,5.0
Bol Bol,19:48,.532,.000,1.000,2.000,0.0,28.2,15.7,7.3,0.0,0.0,34.7,6.8,88,112,-3.7
Jalen Suggs,17:11,.315,.000,.667,1.333,0.0,13.0,7.3,42.3,5.6,0.0,17.4,15.6,93,101,4.7
Moritz Wagner,16:07,.615,.500,.333,.500,0.0,13.9,7.7,12.4,3.0,0.0,21.5,26.9,97,107,-5.9
Mo Bamba,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Terrence Ross,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
