Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Franz Wagner,34:17,.717,.667,.417,.500,2.8,14.0,8.4,11.1,1.4,0.0,6.4,18.3,145,122,5.6
Paolo Banchero,32:50,.595,.500,.167,.750,2.9,14.6,8.8,0.0,1.5,2.5,11.1,21.9,115,119,-0.4
Markelle Fultz,31:21,.541,.429,.000,.429,6.1,9.2,7.7,17.8,1.5,0.0,19.4,26.4,101,122,-3.9
Gary Harris,26:09,.282,.188,.875,.250,11.0,11.0,11.0,5.5,0.0,0.0,0.0,13.6,90,126,-7.0
Wendell Carter Jr.,17:58,.183,.091,.455,.545,26.7,32.1,29.4,0.0,2.7,0.0,12.8,34.9,56,114,-22.7
Jalen Suggs,25:39,.509,.417,.417,.333,3.7,15.0,9.4,13.6,0.0,6.3,6.8,23.1,113,119,3.1
Bol Bol,21:56,.667,.667,.000,.000,4.4,4.4,4.4,0.0,0.0,11.1,25.0,7.3,104,118,-3.1
Moritz Wagner,20:38,.500,.500,.250,.000,0.0,18.6,9.3,18.1,0.0,0.0,0.0,15.5,116,124,-2.3
Cole Anthony,16:39,.457,.286,.286,.571,0.0,23.1,11.5,49.3,0.0,9.8,18.6,25.9,98,114,3.5
Goga Bitadze,9:24,.872,.833,.333,.333,10.2,51.1,30.6,20.6,0.0,0.0,0.0,14.7,188,116,16.1
Admiral Schofield,3:09,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,128,-8.3
Jonathan Isaac,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Chuma Okeke,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
