Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Christian Wood,38:48,.739,.654,.385,.923,8.6,36.6,22.8,11.7,0.0,0.0,18.0,26.6,128,122,2.0
Spencer Dinwiddie,35:48,.515,.406,.313,.625,3.1,6.1,4.6,46.7,1.4,0.0,16.4,31.6,106,128,-3.1
Tim Hardaway Jr.,33:40,.481,.444,.556,.222,0.0,16.2,8.2,12.7,0.0,0.0,0.0,27.2,102,128,-5.3
Reggie Bullock,32:58,.643,.643,.857,.000,3.4,3.3,3.3,16.4,0.0,0.0,0.0,9.8,142,132,1.4
Dwight Powell,25:27,.852,,,,8.8,21.4,15.2,12.2,0.0,0.0,0.0,6.4,201,126,1.6
Jaden Hardy,27:14,.423,.313,.625,.750,0.0,8.0,4.1,19.2,0.0,0.0,15.8,21.5,86,130,-12.7
Dāvis Bertāns,11:53,.900,.900,1.000,.000,9.4,9.2,9.3,0.0,0.0,0.0,0.0,19.5,159,130,13.8
Frank Ntilikina,11:40,1.042,1.000,.000,1.000,0.0,9.4,4.7,0.0,8.7,6.1,25.8,15.4,142,106,11.1
McKinley Wright IV,8:39,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,10.7,0,133,-24.4
Theo Pinson,6:52,.750,.750,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,133,133,0.9
JaVale McGee,5:06,,,,,0.0,21.4,10.8,30.4,0.0,0.0,,0.0,245,127,3.5
A.J. Lawson,1:55,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2,0,133,-31.0
