Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Kyle Anderson,36:32,.956,.917,.333,.500,0.0,26.3,14.9,33.2,2.5,3.5,21.5,10.9,168,104,13.1
Anthony Edwards,35:48,.544,.520,.400,.400,0.0,21.5,12.2,17.7,1.3,3.6,9.3,38.7,102,109,-3.0
Rudy Gobert,29:30,.574,.500,.000,.500,8.6,19.5,14.8,14.2,1.6,6.5,0.0,17.7,135,107,3.1
Mike Conley,27:47,.781,.808,.385,.077,0.0,3.5,2.0,27.0,1.7,0.0,6.9,22.3,143,117,4.6
Jaden McDaniels,25:38,.873,.850,.100,.200,0.0,3.7,2.1,0.0,1.8,5.0,0.0,18.2,166,114,4.8
Taurean Prince,22:04,.500,.500,.222,.000,0.0,4.4,2.5,9.6,2.1,0.0,10.0,19.4,93,116,-7.7
Luka Garza,18:09,.888,.929,.286,.286,13.9,5.3,9.0,13.9,2.5,0.0,20.2,23.3,138,114,1.8
Jordan McLaughlin,18:04,.500,.500,.667,.000,7.0,0.0,3.0,25.9,7.6,0.0,25.0,9.5,125,106,6.1
Nickeil Alexander-Walker,17:02,.417,.417,.500,.000,0.0,16.9,9.6,11.7,2.7,3.8,0.0,15.1,96,107,-3.0
Nathan Knight,5:29,,,,,0.0,17.5,9.9,0.0,0.0,0.0,,0.0,0,115,-11.3
Josh Minott,2:09,.833,.833,.333,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.7,142,122,19.3
Wendell Moore Jr.,1:48,,,,,0.0,0.0,0.0,49.4,0.0,0.0,,0.0,222,122,9.8
Naz Reid,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
