Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
James Harden,31:38,.664,.611,.500,.389,0.0,6.6,3.8,46.9,3.1,4.9,12.5,34.6,134,107,13.4
Joel Embiid,30:41,.691,.607,.143,.429,0.0,20.4,11.7,18.7,1.6,0.0,15.3,29.1,126,107,1.9
Tobias Harris,27:23,.688,.688,.500,.000,5.2,19.1,13.1,0.0,3.6,2.8,0.0,13.3,140,102,2.7
De'Anthony Melton,21:08,.500,.500,.667,.000,13.4,9.9,11.4,10.4,4.7,3.7,40.0,10.8,99,103,0.4
P.J. Tucker,6:34,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,6.9,0,119,-14.8
Tyrese Maxey,34:45,.770,.750,.500,.125,4.1,12.0,8.6,25.7,2.8,0.0,5.6,23.4,156,108,10.8
Jalen McDaniels,27:55,.901,.875,.250,.250,5.1,15.0,10.7,12.6,0.0,0.0,0.0,7.2,195,113,2.8
Shake Milton,18:37,.901,.875,.250,.250,0.0,16.8,9.7,6.7,0.0,0.0,40.3,18.2,99,112,-6.2
Georges Niang,17:50,.500,.500,1.000,.000,7.9,11.7,10.1,0.0,0.0,0.0,14.3,17.9,93,114,-11.1
Paul Reed,17:19,.600,.600,.000,.000,8.2,12.1,10.4,0.0,5.7,13.4,28.6,18.4,88,94,-2.8
Danuel House Jr.,3:31,.000,.000,.500,.000,0.0,29.7,17.1,0.0,0.0,0.0,0.0,25.9,0,106,-38.7
Montrezl Harrell,2:39,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.3,200,119,19.3
