Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Shake Milton,38:52,.619,.594,.250,.250,9.0,10.3,9.7,41.3,2.4,0.0,18.4,23.8,118,105,6.9
Tobias Harris,37:23,.475,.475,.450,.000,0.0,13.4,7.2,0.0,0.0,0.0,9.1,25.0,85,109,-8.6
De'Anthony Melton,36:32,.506,.444,.500,.222,0.0,16.4,8.9,13.7,5.1,0.0,20.2,28.8,86,97,-1.0
P.J. Tucker,33:41,.375,.375,.750,.000,7.0,14.8,11.2,3.9,1.4,0.0,20.0,6.3,87,105,-4.2
Montrezl Harrell,21:47,.760,.571,.000,1.143,10.7,23.0,17.3,7.5,0.0,0.0,8.7,22.5,152,106,5.9
Paul Reed,21:43,.750,.750,.000,.000,5.4,32.2,19.9,7.0,4.3,9.6,33.3,11.7,102,87,4.2
Furkan Korkmaz,20:20,.417,.417,.667,.000,0.0,0.0,0.0,7.1,0.0,0.0,14.3,14.6,78,112,-9.4
Georges Niang,18:41,.450,.450,.800,.000,0.0,21.4,11.5,33.9,0.0,0.0,16.7,27.3,89,106,-4.3
Danuel House Jr.,11:01,.266,.000,1.000,2.000,0.0,9.1,4.9,0.0,0.0,0.0,34.7,11.1,37,110,-14.6
Julian Champagnie,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Matisse Thybulle,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
