Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Tobias Harris,46:05,.850,.833,.533,.133,0.0,11.4,5.6,4.5,3.5,2.3,11.2,18.5,142,118,9.1
P.J. Tucker,42:05,.521,.500,.500,1.000,6.0,12.5,9.2,3.7,0.0,0.0,0.0,3.3,145,126,-5.8
De'Anthony Melton,39:59,.563,.563,1.000,.000,6.3,19.8,12.9,25.1,2.7,0.0,20.0,11.9,120,118,0.9
James Harden,38:24,.449,.316,.579,.526,3.3,10.3,6.7,32.1,2.8,0.0,23.0,37.7,88,121,-7.9
Joel Embiid,35:22,.685,.595,.095,.810,10.7,14.9,12.8,25.5,3.0,6.0,14.9,45.1,124,116,9.5
Shake Milton,26:29,.550,.550,.200,.000,0.0,14.9,7.3,31.2,2.0,0.0,16.7,21.6,105,121,-4.0
Danuel House Jr.,20:14,.667,.667,.333,.000,0.0,13.0,6.4,8.6,0.0,0.0,0.0,7.1,145,126,-6.5
Paul Reed,16:11,.521,.500,.000,1.000,15.6,8.1,11.9,0.0,0.0,19.5,0.0,16.9,124,119,-4.8
Furkan Korkmaz,12:45,.338,.375,.750,.250,0.0,0.0,0.0,0.0,0.0,0.0,18.4,20.3,55,131,-15.8
Matisse Thybulle,7:10,,,,,17.6,0.0,9.0,0.0,0.0,0.0,,0.0,233,131,-3.2
Montrezl Harrell,5:12,.000,.000,.000,.000,0.0,25.3,12.4,0.0,0.0,0.0,0.0,9.2,0,122,-15.3
Saben Lee,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Jaden Springer,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
