Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Tyrese Maxey,38:11,.606,.563,.313,.188,0.0,3.8,1.9,8.4,2.6,0.0,5.5,21.7,118,129,-0.9
James Harden,37:17,.908,.821,.643,.857,0.0,31.2,15.4,31.7,0.0,0.0,13.5,27.0,165,132,14.5
Joel Embiid,37:16,.592,.528,.333,.500,3.8,54.6,28.8,22.7,0.0,2.7,21.5,33.9,103,127,-0.2
Tobias Harris,34:14,.605,.607,.429,.143,4.1,4.2,4.2,0.0,4.3,0.0,0.0,19.6,122,125,2.7
P.J. Tucker,33:01,.600,.600,.400,.000,8.6,8.8,8.7,0.0,0.0,3.1,28.6,9.6,98,132,-4.2
De'Anthony Melton,20:33,.625,.625,.500,.000,0.0,0.0,0.0,0.0,2.4,0.0,0.0,8.8,122,130,-2.0
Danuel House Jr.,16:12,.174,.000,.500,1.000,0.0,9.0,4.4,7.4,6.0,0.0,25.8,10.8,43,121,-5.6
Georges Niang,12:09,.375,.375,.750,.000,0.0,0.0,0.0,11.0,0.0,0.0,0.0,14.9,88,136,-6.6
Montrezl Harrell,10:44,.333,.333,.000,.000,0.0,0.0,0.0,0.0,0.0,9.5,25.0,16.8,49,128,-16.3
Matisse Thybulle,0:23,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,136,-4.0
Furkan Korkmaz,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Shake Milton,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Paul Reed,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Jaden Springer,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
