Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Shaedon Sharpe,36:53,.620,.600,.500,.200,0.0,12.2,5.3,24.1,1.3,5.3,21.6,31.9,100,138,-2.5
Skylar Mays,30:05,.829,.813,.750,.125,3.8,5.0,4.3,29.9,1.6,0.0,19.2,14.7,145,142,0.4
Drew Eubanks,28:03,.688,.700,.000,.700,20.4,26.7,23.1,6.1,3.4,3.5,13.3,22.8,129,133,-0.7
Matisse Thybulle,23:46,.820,.750,.750,.500,0.0,12.6,5.5,5.6,2.0,8.2,29.1,12.3,111,134,-1.1
Trendon Watford,21:57,.372,.333,.222,.444,5.2,20.5,11.8,13.1,2.2,0.0,8.5,22.7,86,139,-11.6
Kevin Knox,27:28,.398,.350,.400,.300,4.2,16.4,9.4,25.1,1.7,0.0,20.9,22.1,87,141,-9.3
Shaquille Harrison,24:21,.750,.750,.500,.000,0.0,30.8,13.3,21.9,0.0,0.0,0.0,7.0,171,142,-5.9
Jabari Walker,19:57,.583,.583,.500,.000,5.7,7.5,6.5,25.8,0.0,4.9,14.3,29.8,107,142,-1.2
John Butler,15:53,.375,.375,.750,.000,0.0,0.0,0.0,16.3,3.0,0.0,0.0,10.7,104,139,-6.2
Nassir Little,11:37,.717,.750,.500,.500,0.0,12.9,5.6,0.0,4.1,0.0,0.0,17.8,132,135,4.1
Cam Reddish,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
