Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Shaedon Sharpe,34:36,.588,.526,.368,.474,2.7,18.3,9.4,27.3,0.0,0.0,4.2,29.7,124,113,5.6
Matisse Thybulle,30:11,.167,.167,.333,.000,3.1,12.6,7.1,0.0,4.8,0.0,0.0,8.5,49,103,-9.1
Skylar Mays,30:10,.722,.722,.222,.000,0.0,12.6,5.4,42.8,0.0,0.0,18.2,15.7,132,114,0.0
Drew Eubanks,28:36,.505,.500,.182,.182,3.3,17.7,9.4,9.7,3.4,9.5,14.4,20.8,92,98,1.2
Trendon Watford,18:53,.735,.750,.250,.625,0.0,20.1,8.6,18.3,0.0,0.0,8.9,25.5,132,112,6.2
Kevin Knox,29:07,.582,.600,.400,.200,3.2,13.0,7.4,5.5,5.0,0.0,5.8,25.5,108,102,5.2
Jabari Walker,19:24,.227,.227,.364,.000,9.7,32.6,19.5,19.5,2.5,0.0,0.0,24.3,74,104,-8.9
Shaquille Harrison,17:50,.291,.333,.333,.333,0.0,28.3,12.1,40.1,8.2,0.0,36.8,13.1,79,92,1.5
John Butler,17:49,.500,.500,.600,.000,5.3,0.0,3.0,0.0,0.0,0.0,0.0,12.0,108,116,-5.9
Jeenathan Williams,13:24,.583,.583,.167,.000,28.1,9.4,20.1,0.0,0.0,0.0,14.3,22.4,115,114,-3.2
Cam Reddish,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
