Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Terry Rozier,38:11,.474,.472,.500,.389,0.0,18.4,7.9,27.1,0.0,0.0,22.2,30.0,79,109,-4.9
Kelly Oubre Jr.,38:06,.496,.438,.417,.208,6.9,18.4,11.8,6.1,0.0,2.0,3.7,30.2,103,106,2.3
Gordon Hayward,33:08,.476,.464,.571,.286,0.0,7.1,3.0,23.4,1.4,0.0,6.0,21.4,99,107,1.5
JT Thor,28:32,.125,.125,.250,.000,6.1,24.6,14.0,5.5,0.0,2.6,11.1,13.4,42,105,-9.9
Mark Williams,28:06,.468,.400,.000,.400,15.5,20.8,17.8,13.6,1.7,2.7,7.8,19.2,108,102,0.3
Dennis Smith Jr.,26:15,.415,.286,.286,.857,0.0,22.3,9.5,38.7,1.8,5.7,0.0,15.6,110,98,5.8
Nick Richards,19:54,.500,.500,.000,.000,4.4,5.9,5.0,0.0,0.0,7.5,33.3,6.4,75,102,-7.7
Bryce McGowens,14:52,.521,.500,.500,1.000,0.0,15.7,6.7,0.0,0.0,0.0,25.8,11.1,75,109,-8.0
Kai Jones,12:56,.667,.667,.333,.000,6.7,27.2,15.5,15.1,0.0,0.0,25.0,13.1,106,107,-2.1
Cody Martin,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Svi Mykhailiuk,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
P.J. Washington,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
