Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Terry Rozier,37:36,.261,.214,.429,.214,7.7,10.2,8.9,18.1,1.3,0.0,11.5,18.0,74,106,-7.9
Gordon Hayward,36:44,.563,.531,.375,.250,2.6,10.5,6.5,21.9,0.0,0.0,10.1,21.0,117,109,3.0
P.J. Washington,34:18,.437,.429,.429,.143,2.8,11.2,7.0,4.4,0.0,2.4,16.8,20.3,81,107,-5.4
Mason Plumlee,30:34,.391,.250,.000,1.000,12.6,12.6,12.6,17.5,0.0,2.7,14.8,17.2,95,106,-3.6
Kelly Oubre Jr.,29:21,.551,.525,.350,.100,3.3,19.6,11.4,0.0,1.6,2.8,0.0,27.7,119,100,6.8
Dennis Smith Jr.,24:53,.500,.500,.333,.000,0.0,7.7,3.9,17.4,3.8,6.5,14.3,11.0,103,98,4.5
Jalen McDaniels,21:06,.400,.400,.500,.000,4.5,22.7,13.6,7.1,0.0,0.0,9.1,20.3,87,104,-4.7
Nick Richards,17:26,.564,.500,.000,.500,22.0,33.0,27.5,0.0,0.0,0.0,9.3,24.1,119,100,1.0
Kai Jones,8:02,.500,.500,.000,.000,0.0,12.0,6.0,0.0,5.9,0.0,20.0,24.3,79,95,-1.3
James Bouknight,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Théo Maledon,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Bryce McGowens,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
JT Thor,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Mark Williams,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
