Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Terry Rozier,41:56,.397,.321,.464,.286,0.0,13.4,6.1,6.9,1.2,2.4,0.0,30.2,96,129,-8.8
Kelly Oubre Jr.,39:57,.479,.463,.481,.185,2.3,19.8,10.2,3.9,3.6,2.5,3.3,30.4,105,122,-1.1
Mason Plumlee,34:16,.615,.625,.000,.500,29.8,23.0,26.8,11.8,0.0,0.0,9.3,12.6,151,131,-1.2
LaMelo Ball,34:06,.639,.639,.722,.000,0.0,3.3,1.5,51.8,0.0,0.0,5.3,22.4,146,135,6.6
P.J. Washington,30:54,.364,.324,.412,.118,6.0,10.9,8.2,4.5,3.1,6.5,0.0,23.3,93,122,-5.7
Jalen McDaniels,35:07,.976,.944,.333,.444,2.6,16.1,8.7,4.1,1.4,2.8,0.0,12.3,203,128,10.0
Nick Richards,18:44,.852,,,,5.0,12.0,8.2,6.0,0.0,5.3,36.2,5.9,132,130,-8.5
Théo Maledon,16:26,.571,.500,.286,.286,5.7,34.3,18.6,0.0,0.0,0.0,11.3,21.7,113,128,-5.5
Kai Jones,13:34,,,,,0.0,0.0,0.0,8.3,0.0,0.0,,0.0,236,136,-10.3
James Bouknight,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Bryce McGowens,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
JT Thor,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
