Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Terry Rozier,38:43,.625,.580,.520,.200,0.0,10.3,4.9,19.8,4.9,0.0,9.9,33.8,115,112,6.2
P.J. Washington,37:25,.751,.714,.500,.214,0.0,21.4,10.1,18.5,1.3,0.0,0.0,17.8,154,119,7.9
Mason Plumlee,29:27,.793,.786,.000,.286,20.4,27.2,23.6,12.0,1.6,0.0,0.0,23.2,168,117,11.0
Gordon Hayward,25:11,.477,.444,.111,.111,0.0,26.5,12.5,25.5,1.9,6.6,9.6,18.0,106,111,0.3
Jalen McDaniels,24:05,.438,.438,.500,.000,0.0,5.5,2.6,15.3,0.0,0.0,0.0,14.4,103,123,-9.0
Dennis Smith Jr.,27:05,.457,.286,.571,.571,0.0,4.9,2.3,34.2,1.7,0.0,31.3,20.4,92,120,-9.6
Bryce McGowens,26:02,.583,.583,.667,.000,0.0,10.2,4.9,0.0,0.0,0.0,14.3,11.7,91,123,-8.8
Mark Williams,18:33,.633,.600,.000,.600,0.0,35.9,17.0,0.0,7.6,0.0,0.0,14.8,126,103,3.0
JT Thor,13:29,.266,.000,1.000,2.000,8.9,9.9,9.4,0.0,0.0,0.0,61.5,15.7,38,123,-20.4
LaMelo Ball,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Cody Martin,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Nick Richards,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
