Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Dennis Smith Jr.,32:10,.556,.556,.111,.000,0.0,16.6,7.6,31.4,3.0,0.0,10.0,13.0,116,107,0.1
P.J. Washington,31:22,.368,.300,.200,.200,5.8,17.0,10.9,14.6,0.0,2.7,26.9,19.8,69,112,-11.7
Kelly Oubre Jr.,30:02,.671,.676,.647,.118,3.0,14.2,8.2,7.4,3.2,2.8,0.0,24.8,133,105,13.2
Mason Plumlee,25:19,.564,.500,.000,.500,14.3,37.9,25.2,20.0,0.0,6.7,17.0,19.4,111,103,1.0
Gordon Hayward,16:12,.306,.318,.273,.091,5.6,13.2,9.1,21.9,3.0,0.0,14.9,34.6,63,108,-9.4
Jalen McDaniels,35:38,.291,.278,.278,.111,7.6,9.0,8.2,9.2,6.7,4.7,9.6,24.4,67,97,-3.9
James Bouknight,20:47,.444,.357,.714,.286,0.0,15.4,7.1,0.0,0.0,4.1,0.0,15.8,98,111,-6.1
Théo Maledon,15:50,.000,.000,1.000,.000,0.0,6.7,3.1,25.3,3.0,5.3,60.0,13.2,26,106,-13.4
Nick Richards,13:54,.515,.667,.000,.667,6.5,7.7,7.0,11.9,0.0,12.1,34.0,17.7,71,108,-8.6
JT Thor,13:11,.450,.500,.250,.250,6.9,8.1,7.4,12.7,3.6,6.4,0.0,14.1,105,104,1.9
Kai Jones,5:35,.333,.333,.667,.000,0.0,0.0,0.0,0.0,0.0,15.1,0.0,22.4,71,109,-7.0
