Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Dennis Smith Jr.,28:40,.508,.500,.286,.286,0.0,10.7,5.0,29.9,3.2,2.7,27.6,15.5,86,123,-3.7
P.J. Washington,27:26,.283,.167,.467,.400,6.5,7.4,6.9,0.0,0.0,2.8,10.2,29.2,62,132,-18.2
Kelly Oubre Jr.,24:36,.581,.500,.417,.500,0.0,4.2,1.9,8.4,3.8,0.0,12.0,27.6,104,126,-1.9
Mason Plumlee,21:44,.595,.600,.000,.400,8.2,23.5,15.3,25.1,2.1,0.0,14.5,12.9,119,122,-0.6
Jalen McDaniels,21:28,.340,.200,.800,.400,0.0,4.8,2.2,14.5,2.2,0.0,25.4,15.0,64,129,-13.0
James Bouknight,27:38,.700,.700,.000,.000,6.4,7.4,6.9,41.7,1.7,0.0,9.1,16.2,137,129,4.0
JT Thor,26:00,.427,.417,.417,.167,6.8,11.8,9.1,14.4,1.8,3.0,13.4,23.4,84,126,-4.4
Théo Maledon,19:20,.700,.700,.400,.000,0.0,26.4,12.3,19.4,2.4,0.0,37.5,16.9,83,120,-8.0
Nick Richards,18:53,.387,.222,.000,.667,18.8,27.0,22.7,18.2,0.0,4.1,7.9,27.3,97,124,-5.6
Bryce McGowens,16:52,.833,.700,.400,1.000,0.0,6.1,2.8,0.0,2.7,0.0,12.2,19.8,145,128,3.5
Kai Jones,7:23,.000,.000,.000,.000,0.0,13.8,6.4,0.0,6.3,31.5,0.0,5.5,0,100,1.4
