Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Stephen Curry,33:11,.764,.735,.588,.176,7.1,11.1,9.0,25.3,0.0,0.0,24.7,31.9,121,137,1.9
Jonathan Kuminga,32:13,.824,.889,.222,.333,3.6,22.9,13.0,9.1,0.0,0.0,0.0,13.9,168,136,4.4
Andrew Wiggins,31:18,.294,.286,.214,.214,11.2,27.5,19.2,8.0,0.0,0.0,11.5,24.1,75,135,-16.0
Jordan Poole,26:21,.674,.667,.533,.200,0.0,14.0,6.8,32.0,1.8,0.0,10.9,30.2,130,132,4.7
Kevon Looney,23:32,.521,.500,.000,1.000,5.0,26.1,15.3,10.0,0.0,3.7,41.0,9.0,91,132,-7.3
Ty Jerome,23:34,.450,.450,.600,.000,0.0,5.2,2.5,17.5,2.0,7.4,9.1,20.3,100,127,-2.6
Donte DiVincenzo,21:53,1.000,1.000,.714,.000,0.0,11.2,5.5,6.8,2.2,0.0,30.0,19.9,119,132,4.9
James Wiseman,16:35,.846,.750,.000,.750,0.0,14.8,7.2,0.0,2.9,0.0,0.0,14.0,177,130,1.7
Moses Moody,15:52,.000,.000,.667,.000,14.8,0.0,7.6,7.0,0.0,0.0,0.0,8.2,72,138,-11.3
JaMychal Green,15:31,.615,.625,.500,.500,7.5,23.8,15.5,33.6,0.0,5.6,17.0,16.5,135,131,7.6
Patrick Baldwin Jr.,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Draymond Green,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
