Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Jordan Poole,29:00,.472,.308,.538,.692,0.0,4.0,1.6,18.9,3.2,0.0,10.5,25.3,101,120,-2.9
Klay Thompson,26:40,.553,.526,.579,.105,2.8,4.4,3.4,0.0,3.5,0.0,4.8,30.3,107,120,3.9
Jonathan Kuminga,24:58,.402,.375,.417,.083,5.9,4.7,5.4,29.8,0.0,0.0,0.0,19.3,109,128,-2.2
Draymond Green,24:45,.300,.300,.100,.000,11.9,33.1,20.1,28.4,1.9,3.5,16.7,18.7,85,114,-3.7
Donte DiVincenzo,24:01,.357,.357,.857,.000,0.0,14.6,5.7,5.6,5.8,3.6,12.5,12.9,70,109,-4.2
Ty Jerome,29:55,.630,.600,.267,.133,0.0,7.8,3.0,17.7,1.5,0.0,11.2,23.1,116,123,0.2
Anthony Lamb,24:28,.000,.000,.667,.000,9.1,9.6,9.3,19.6,0.0,3.5,14.3,11.1,54,124,-12.5
Kevon Looney,19:55,.672,.714,.000,.143,26.0,47.0,34.1,8.6,2.3,0.0,11.8,16.4,138,112,3.3
JaMychal Green,16:16,.255,.300,.800,.400,0.0,14.4,5.6,0.0,0.0,0.0,0.0,14.0,55,126,-13.3
Patrick Baldwin Jr.,10:01,.917,.917,.833,.000,0.0,23.4,9.0,0.0,0.0,0.0,0.0,23.1,163,124,20.4
Moses Moody,10:01,.592,.400,.400,.800,0.0,23.4,9.0,15.8,0.0,0.0,0.0,26.1,135,123,2.4
