Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Draymond Green,32:20,.612,.577,.538,.154,0.0,31.1,17.4,37.0,0.0,6.6,12.6,22.6,125,111,7.1
Klay Thompson,30:38,.549,.455,.545,.364,0.0,7.3,4.1,12.1,0.0,0.0,13.6,22.2,103,122,-6.8
Andrew Wiggins,28:34,.654,.667,.167,.333,0.0,0.0,0.0,4.4,0.0,0.0,30.4,15.9,85,124,-10.8
Stephen Curry,25:33,.795,.727,.545,.455,0.0,26.2,14.6,41.3,0.0,0.0,0.0,23.8,171,117,13.7
Kevon Looney,19:02,.644,.667,.000,.667,22.3,23.5,22.9,0.0,5.1,0.0,0.0,18.8,142,105,-1.4
Jordan Poole,26:45,.250,.250,.500,.000,0.0,12.5,7.0,4.2,0.0,0.0,40.0,17.2,35,120,-21.6
Donte DiVincenzo,23:56,.929,.929,.714,.000,0.0,9.3,5.2,11.5,4.1,0.0,22.2,17.3,125,112,6.3
Jonathan Kuminga,19:54,.591,.591,.364,.000,0.0,11.2,6.3,7.9,0.0,5.4,8.3,27.7,101,117,-5.5
Ty Jerome,17:41,.625,.625,.250,.000,0.0,12.6,7.1,41.2,2.8,0.0,0.0,10.4,161,114,6.8
JaMychal Green,15:37,.888,.929,.286,.286,18.1,21.4,20.0,34.7,3.1,13.7,0.0,23.2,183,103,26.5
Patrick Baldwin Jr.,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Moses Moody,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
James Wiseman,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
