Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Andrew Wiggins,36:38,.698,.654,.308,.231,3.3,13.1,8.7,0.0,2.8,2.1,17.3,22.2,109,103,1.5
Stephen Curry,34:00,.780,.783,.478,.261,0.0,11.3,6.3,37.5,1.5,0.0,7.2,38.2,140,108,20.5
Draymond Green,32:24,.200,.200,.000,.000,3.7,23.7,14.8,50.0,1.6,0.0,0.0,7.3,141,103,7.5
Kevon Looney,30:25,.788,.750,.000,.250,3.9,25.2,15.8,13.4,0.0,5.1,31.1,9.9,122,102,2.5
Klay Thompson,29:27,.324,.308,.538,.154,4.1,13.0,9.1,4.6,1.7,0.0,6.7,23.7,71,107,-9.9
Jordan Poole,33:30,.648,.615,.615,.154,0.0,11.5,6.4,13.7,0.0,0.0,17.8,23.7,106,111,-0.7
Anthony Lamb,23:40,.714,.714,.714,.000,10.1,8.1,9.0,6.4,0.0,0.0,0.0,13.9,149,113,3.1
Donte DiVincenzo,15:36,.000,.000,1.000,.000,0.0,6.2,3.4,23.1,0.0,0.0,50.0,6.0,75,113,-8.4
Jonathan Kuminga,4:19,.000,.000,.000,.000,55.6,0.0,24.7,0.0,0.0,0.0,40.0,54.4,32,116,-50.7
JaMychal Green,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Ty Jerome,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Moses Moody,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
James Wiseman,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
