Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Stephen Curry,37:42,.320,.235,.588,.235,0.0,12.1,5.4,22.3,1.3,0.0,13.8,24.2,73,115,-10.9
Klay Thompson,36:34,.586,.565,.696,.087,5.0,0.0,2.8,20.1,0.0,2.6,0.0,27.4,125,118,8.6
Draymond Green,33:58,.125,.125,.250,.000,5.4,23.6,13.5,19.3,1.4,5.5,11.1,11.1,65,109,-6.2
Jordan Poole,31:45,.536,.524,.381,.048,2.9,14.4,8.0,26.4,0.0,3.0,12.3,32.3,99,115,-0.3
Kevon Looney,13:41,1.042,1.000,.000,1.000,6.7,50.1,26.1,0.0,0.0,0.0,0.0,8.8,221,111,3.2
Anthony Lamb,24:25,.318,.333,.444,.111,3.8,18.7,10.5,18.4,0.0,7.7,9.6,17.9,77,111,-6.6
Jonathan Kuminga,23:28,1.025,1.000,.000,.500,7.9,9.7,8.7,13.7,2.0,0.0,17.0,10.5,174,113,0.9
Donte DiVincenzo,21:51,.635,.643,.429,.286,12.7,20.9,16.4,0.0,6.6,0.0,11.3,17.1,118,101,3.4
JaMychal Green,8:26,.833,1.000,.000,2.500,0.0,27.1,12.1,21.4,0.0,0.0,19.2,25.9,132,116,8.2
Moses Moody,8:10,.000,.000,1.000,.000,0.0,28.0,12.5,15.5,0.0,0.0,50.0,10.3,26,115,-16.3
