Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Stephen Curry,42:22,.581,.500,.571,.429,0.0,21.2,11.3,13.4,1.1,2.2,13.8,29.5,104,103,3.2
Klay Thompson,40:27,.448,.308,.538,.462,2.5,11.1,7.1,0.0,1.2,0.0,11.3,18.8,86,107,-5.0
Draymond Green,39:28,.442,.500,.000,.300,0.0,27.3,14.5,17.2,1.2,0.0,30.6,17.8,68,103,-6.0
Andrew Wiggins,35:07,.576,.577,.308,.154,5.8,12.8,9.5,16.5,0.0,0.0,12.6,19.5,109,109,0.7
Jordan Poole,31:39,.517,.346,.385,.769,3.2,17.0,10.6,26.7,0.0,0.0,10.3,26.4,109,108,0.0
Kevon Looney,28:42,.850,.800,.000,.400,10.7,18.8,15.0,0.0,3.2,6.6,0.0,8.8,181,95,6.8
Donte DiVincenzo,24:51,.500,.500,.571,.000,4.1,10.8,7.7,33.7,1.9,0.0,12.5,13.9,112,106,4.0
Jonathan Kuminga,14:57,.563,.563,.250,.250,6.8,12.0,9.6,0.0,3.1,6.3,10.1,28.5,99,96,2.2
Anthony Lamb,7:27,.000,.000,1.000,.000,0.0,0.0,0.0,18.7,0.0,0.0,0.0,5.8,50,112,-7.2
Patrick Baldwin Jr.,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
JaMychal Green,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Moses Moody,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
James Wiseman,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
